"quad","year","OBJECTID","species","seedling","stem","x","y"
"Q1",33,8,"Phlox longifolia","N","N",0.963596730900508,0.064080784750269
"Q1",33,9,"Phlox longifolia","N","N",0.935063723061435,0.319395644363049
"Q1",33,10,"Phlox longifolia","N","N",0.97026678559422,0.297162128717342
"Q1",33,11,"Astragalus lentiginosus","N","N",0.892820043334592,0.545436378948566
"Q1",33,12,"Astragalus lentiginosus","N","N",0.796474808869864,0.820761402642483
"Q1",33,13,"Chaenactis douglasii","N","N",0.874683676130201,0.831776863590242
"Q1",33,14,"Phlox longifolia","N","N",0.965078965276889,0.841142129223964
"Q1",33,15,"Phlox longifolia","N","N",0.835012902655754,0.919329988671781
"Q1",33,16,"Phlox longifolia","N","N",0.856505301113271,0.93155841837067
"Q1",33,17,"Phlox longifolia","N","N",0.560685957087768,0.033278862846582
"Q1",33,18,"Arnica fulgens","N","N",0.362023035027749,0.983434527793983
"Q1",33,19,"Arnica fulgens","N","N",0.355070574083775,0.986322660609173
"Q1",33,20,"Phlox longifolia","N","N",0.28867762089694,0.098391714469723
"Q1",33,21,"Phlox hoodii","N","N",0.349680117394631,0.189818776940513
"Q1",34,54,"Arnica fulgens","N","N",0.363771285029377,0.995827223118025
"Q1",34,55,"Phlox longifolia","N","N",0.268605644315747,0.965128629339435
"Q1",34,56,"Phlox longifolia","N","N",0.217126464580303,0.962767199649735
"Q1",34,57,"Phlox longifolia","N","N",0.020710120647377,0.904190418345181
"Q1",34,58,"Phlox longifolia","N","N",0.839127207347087,0.913177160541051
"Q1",34,59,"Phlox longifolia","N","N",0.963810723088208,0.86075341049223
"Q1",34,60,"Phlox longifolia","N","N",0.066703355065211,0.718123019734393
"Q1",34,61,"Astragalus lentiginosus","N","N",0.903594254282127,0.53889046487997
"Q1",34,62,"Phlox longifolia","N","N",0.918550121483555,0.513642917981456
"Q1",34,63,"Astragalus convallarius","N","N",0.112515105107877,0.345725464700071
"Q1",34,64,"Phlox longifolia","N","N",0.85376807454822,0.40830337100835
"Q1",34,65,"Phlox longifolia","N","N",0.843141637038326,0.353518183457328
"Q1",34,66,"Phlox longifolia","N","N",0.935320121499173,0.322400417803347
"Q1",34,67,"Phlox longifolia","N","N",0.974201019972884,0.296607714654326
"Q1",34,68,"Phlox longifolia","N","N",0.206736175508127,0.034016667534769
"Q1",34,69,"Phlox longifolia","N","N",0.899579824590888,0.082898276955294
"Q1",34,70,"Phlox longifolia","N","N",0.92980612930654,0.099664425408409
"Q1",34,71,"Phlox longifolia","N","N",0.965407473089695,0.069237917567571
"Q1",34,72,"Astragalus lentiginosus","N","N",0.800738817840743,0.823664463320192
"Q1",34,8,"Chrysothamnus viscidiflorus","N","Y",0.205530314763459,0.97889851338834
"Q1",34,9,"Artemisia tripartita","N","Y",0.551386828693401,0.894684342300693
"Q1",34,10,"Artemisia tripartita","N","Y",0.435180701096107,0.805649665915196
"Q1",34,12,"Chrysothamnus viscidiflorus","N","Y",0.121077428141333,0.300885396622597
"Q1",34,13,"Artemisia tripartita","N","Y",0.147341914466189,0.283870485060898
"Q1",34,18,"Artemisia tripartita","N","Y",0.113126147165676,0.964166589004733
"Q1",34,22,"Artemisia tripartita","N","Y",0.251949010123477,0.707144303084988
"Q1",34,25,"Artemisia tripartita","N","Y",0.186305682007978,0.834766066482948
"Q1",34,26,"Chrysothamnus viscidiflorus","N","Y",0.258811662129394,0.791978743929217
"Q1",34,35,"Chrysothamnus viscidiflorus","N","Y",0.4291679648807,0.306323262113246
"Q1",34,53,"Artemisia tripartita","N","Y",0.840613172131963,0.860281774671113
"Q1",34,73,"Phlox hoodii","N","N",0.358053943776549,0.203793749480221
"Q1",35,88,"Phlox longifolia","N","N",0.026654972215413,0.910281980850855
"Q1",35,89,"Arabis holboellii","N","N",0.176472777042442,0.919655066797085
"Q1",35,90,"Phlox longifolia","N","N",0.220128605208099,0.963586894962998
"Q1",35,91,"Phlox longifolia","N","N",0.273709972445501,0.970121215281584
"Q1",35,92,"Phlox longifolia","N","N",0.049583034736767,0.729658496307636
"Q1",35,93,"Phlox longifolia","N","N",0.037885089413372,0.66355158218357
"Q1",35,94,"Arnica fulgens","N","N",0.369585558472292,0.989745223112361
"Q1",35,95,"Phlox longifolia","N","N",0.83202208234047,0.923209332425395
"Q1",35,96,"Phlox longifolia","N","N",0.859837832366375,0.923074160550269
"Q1",35,97,"Arabis holboellii","N","N",0.788613824487542,0.864918777683607
"Q1",35,98,"Phlox longifolia","N","N",0.961287574648357,0.864980371433664
"Q1",35,99,"Artemisia tripartita","Y","N",0.922314746487062,0.751141222890143
"Q1",35,100,"Phlox longifolia","N","N",0.920943394923284,0.597776574309811
"Q1",35,101,"Artemisia tripartita","Y","N",0.990504059050568,0.618811293079401
"Q1",35,102,"Astragalus filipes","N","N",0.664964254059885,0.496138839840154
"Q1",35,103,"Phlox longifolia","N","N",0.858796808927905,0.426747238213028
"Q1",35,104,"Astragalus lentiginosus","N","N",0.865718715184353,0.408170300695727
"Q1",35,105,"Phlox longifolia","N","N",0.86908971518749,0.371136706911236
"Q1",35,106,"Phlox longifolia","N","N",0.985950074671327,0.31668992561053
"Q1",35,107,"Phlox longifolia","N","N",0.948260098073725,0.327152902182774
"Q1",35,108,"Phlox longifolia","N","N",0.908597730849286,0.308384652165294
"Q1",35,109,"Gutierrezia sarothrae","Y","N",0.787829957299313,0.381915839733776
"Q1",35,110,"Artemisia tripartita","Y","N",0.60242432431414,0.369330480347055
"Q1",35,111,"Artemisia tripartita","Y","N",0.421835542895953,0.402442558502892
"Q1",35,112,"Astragalus lentiginosus","N","N",0.336615722504086,0.32013609748874
"Q1",35,113,"Phlox longifolia","N","N",0.311990230293651,0.108530495729165
"Q1",35,114,"Artemisia tripartita","Y","N",0.572981496161719,0.048783097236021
"Q1",35,115,"Phlox longifolia","N","N",0.947397629322922,0.11673994886181
"Q1",35,116,"Phlox longifolia","N","N",0.919953512109863,0.097137011343555
"Q1",35,117,"Phlox longifolia","N","N",0.883187957388121,0.078794011326472
"Q1",35,118,"Phlox longifolia","N","N",0.987711277797966,0.079080003514238
"Q1",35,119,"Astragalus lentiginosus","N","N",0.875457629255922,0.270490597442502
"Q1",35,120,"Astragalus lentiginosus","N","N",0.798246505864789,0.808476078746035
"Q1",35,121,"Astragalus lentiginosus","N","N",0.903517538453514,0.549850444765086
"Q1",35,122,"Phlox hoodii","N","N",0.395411734367841,0.229460322517494
"Q1",35,123,"Phlox hoodii","N","N",0.363531006942841,0.178903506679146
"Q1",35,124,"Astragalus convallarius","N","N",0.126224129121375,0.35998109028725
"Q1",35,1,"Artemisia tripartita","N","Y",0.106364923522592,0.956715533857955
"Q1",35,2,"Chrysothamnus viscidiflorus","N","Y",0.189535348087132,0.98618334585823
"Q1",35,12,"Chrysothamnus viscidiflorus","N","Y",0.269627219103099,0.790437389599732
"Q1",35,16,"Artemisia tripartita","N","Y",0.240386405084039,0.709351409332292
"Q1",35,24,"Artemisia tripartita","N","Y",0.444737099466069,0.819150513946587
"Q1",35,36,"Artemisia tripartita","N","Y",0.844283331834378,0.87511755944807
"Q1",35,44,"Chrysothamnus viscidiflorus","N","Y",0.923252053252397,0.511581684247301
"Q1",35,61,"Chrysothamnus viscidiflorus","N","Y",0.436259699378125,0.307361972089513
"Q1",35,78,"Artemisia tripartita","N","Y",0.169639617593993,0.294091230351351
"Q1",35,79,"Chrysothamnus viscidiflorus","N","Y",0.122871357131419,0.323107722715899
"Q1",35,87,"Artemisia tripartita","N","Y",0.174736167893133,0.832065043945799
"Q1",36,60,"Phlox longifolia","N","N",0.054285401928646,0.723248707239166
"Q1",36,61,"Tetradymia canescens","Y","N",0.020996722210143,0.643593652477482
"Q1",36,62,"Crepis acuminata","Y","N",0.484066035141411,0.864131152682874
"Q1",36,63,"Tetradymia canescens","Y","N",0.510815863291323,0.770803965095955
"Q1",36,64,"Astragalus lentiginosus","Y","N",0.527460207056824,0.752970746329347
"Q1",36,65,"Tetradymia canescens","Y","N",0.734325574436983,0.991341465301347
"Q1",36,66,"Phlox longifolia","N","N",0.836569371407205,0.924169668363789
"Q1",36,67,"Phlox longifolia","N","N",0.927518801179407,0.588310668050995
"Q1",36,68,"Lomatium spp.","Y","N",0.950701988701,0.497361238278793
"Q1",36,69,"Phlox longifolia","N","N",0.846674863604115,0.415328417889893
"Q1",36,70,"Lomatium spp.","Y","N",0.88828571520537,0.461100355432522
"Q1",36,71,"Astragalus filipes","N","N",0.667153769686924,0.48547242576772
"Q1",36,72,"Lomatium spp.","Y","N",0.698064683778212,0.392145230368302
"Q1",36,73,"Lupinus caudatus","Y","N",0.283145074016788,0.461694792933076
"Q1",36,74,"Tetradymia canescens","Y","N",0.397277691310582,0.411761777261572
"Q1",36,75,"Phlox longifolia","N","N",0.057852042556967,0.195979800498109
"Q1",36,76,"Crepis acuminata","Y","N",0.565504410217256,0.27028488650481
"Q1",36,77,"Lomatium spp.","Y","N",0.863913644870171,0.374906449102247
"Q1",36,78,"Lomatium spp.","Y","N",0.870452496438761,0.342212214696798
"Q1",36,79,"Lomatium spp.","Y","N",0.893635683960352,0.343995535010959
"Q1",36,80,"Lomatium spp.","Y","N",0.923952160551086,0.366584285031997
"Q1",36,81,"Lomatium spp.","Y","N",0.961401918398464,0.383228620984998
"Q1",36,82,"Phlox longifolia","N","N",0.840136019848026,0.357073230335639
"Q1",36,83,"Astragalus lentiginosus","N","N",0.897796762089228,0.354101027207871
"Q1",36,84,"Astragalus lentiginosus","N","N",0.866291410497385,0.265529363062883
"Q1",36,85,"Phlox longifolia","N","N",0.947135348072677,0.325567870931297
"Q1",36,86,"Phlox longifolia","N","N",0.976262941849805,0.307734652164689
"Q1",36,87,"Lomatium spp.","Y","N",0.970912973094822,0.244723933356005
"Q1",36,88,"Tetradymia canescens","Y","N",0.93940761369048,0.220351863020807
"Q1",36,89,"Phlox longifolia","N","N",0.923357715238033,0.108597011354227
"Q1",36,90,"Phlox longifolia","N","N",0.896013441775065,0.09254711290178
"Q1",36,91,"Phlox longifolia","N","N",0.965563004339839,0.075308331635725
"Q1",36,92,"Phlox longifolia","N","N",0.298600527156181,0.102058167598138
"Q1",36,93,"Tetradymia canescens","Y","N",0.029021667530118,0.548483136763903
"Q1",36,94,"Astragalus lentiginosus","N","N",0.779889819425323,0.82174279314835
"Q1",36,95,"Phlox longifolia","N","N",0.956636539820913,0.869779265226499
"Q1",36,96,"Phlox hoodii","N","N",0.389874011034864,0.219357096859353
"Q1",36,97,"Phlox hoodii","N","N",0.325155552999262,0.168316885349571
"Q1",36,98,"Phlox hoodii","N","N",0.403523287575714,0.160462322914267
"Q1",36,1,"Artemisia tripartita","N","Y",0.099618509153544,0.963554788001706
"Q1",36,3,"Chrysothamnus viscidiflorus","N","Y",0.185007023169248,0.983428966218327
"Q1",36,5,"Artemisia tripartita","N","Y",0.171233456665561,0.835527410691166
"Q1",36,21,"Artemisia tripartita","N","Y",0.442403051346227,0.804975458438125
"Q1",36,23,"Artemisia tripartita","N","Y",0.558690346640644,0.893372383704454
"Q1",36,30,"Artemisia tripartita","N","Y",0.8398699631219,0.875475220026336
"Q1",36,41,"Chrysothamnus viscidiflorus","N","Y",0.920822320073676,0.506444384625505
"Q1",36,56,"Chrysothamnus viscidiflorus","N","Y",0.124936434281893,0.303237557828772
"Q1",36,58,"Artemisia tripartita","N","Y",0.138873516211322,0.280254319814654
"Q1",36,59,"Chrysothamnus viscidiflorus","N","Y",0.434819147336782,0.297543523655186
"Q1",37,60,"Phlox longifolia","N","N",0.04037377691569,0.7276873166183
"Q1",37,61,"Phlox longifolia","N","N",0.219300253644827,0.96814018402974
"Q1",37,62,"Arabis holboellii","N","N",0.798291144809055,0.869859379250708
"Q1",37,63,"Phlox longifolia","N","N",0.745776308822648,0.756284715082434
"Q1",37,64,"Phlox longifolia","N","N",0.834104894842409,0.916861629294483
"Q1",37,65,"Phlox longifolia","N","N",0.840022644847921,0.900781379279507
"Q1",37,66,"Phlox longifolia","N","N",0.992377082489813,0.95439798870444
"Q1",37,67,"Phlox longifolia","N","N",0.922515144924748,0.60639637900534
"Q1",37,68,"Lomatium spp.","Y","N",0.86493214487112,0.45532187886464
"Q1",37,69,"Phlox longifolia","N","N",0.848565527668376,0.422516503834088
"Q1",37,70,"Phlox longifolia","N","N",0.924173457426293,0.40780819913289
"Q1",37,71,"Astragalus filipes","N","N",0.665879394685738,0.491230378898083
"Q1",37,72,"Phlox longifolia","N","N",0.690237668145923,0.450302964797467
"Q1",37,73,"Phlox longifolia","N","N",0.677924261884455,0.435961652284109
"Q1",37,74,"Phlox longifolia","N","N",0.723331574426743,0.206642808320539
"Q1",37,75,"Lomatium spp.","Y","N",0.8582536604899,0.384641542861314
"Q1",37,76,"Phlox longifolia","N","N",0.837653996408215,0.365007495968029
"Q1",37,77,"Lomatium spp.","Y","N",0.963200027775138,0.387938738176884
"Q1",37,78,"Lomatium spp.","N","N",0.985070332483008,0.341189136570846
"Q1",37,79,"Phlox longifolia","N","N",0.941925144942824,0.322686878741114
"Q1",37,80,"Phlox longifolia","N","N",0.971551801220417,0.316083292797464
"Q1",37,81,"Allium acuminatum","N","N",0.847621832354998,0.273191378695018
"Q1",37,82,"Phlox longifolia","N","N",0.87109537925186,0.072638112883238
"Q1",37,83,"Phlox longifolia","N","N",0.925600840240121,0.113133534795952
"Q1",37,84,"Phlox longifolia","N","N",0.971090965282488,0.079091378514248
"Q1",37,85,"Phlox longifolia","N","N",0.957215668394565,0.120405722302725
"Q1",37,86,"Phlox longifolia","N","N",0.302832925597623,0.108637714479266
"Q1",37,87,"Phlox longifolia","N","N",0.10769785510339,0.362784972528458
"Q1",37,88,"Astragalus lentiginosus","N","N",0.784305474767987,0.81713078851597
"Q1",37,89,"Phlox longifolia","N","N",0.954195639088048,0.876148682031613
"Q1",37,90,"Phlox hoodii","N","N",0.383833474504991,0.225875675453071
"Q1",37,91,"Phlox hoodii","N","N",0.353854000456576,0.187985350037363
"Q1",37,1,"Artemisia tripartita","N","Y",0.102765253589679,0.962863220289072
"Q1",37,2,"Chrysothamnus viscidiflorus","N","Y",0.19338495589733,0.976432374659469
"Q1",37,5,"Artemisia tripartita","N","Y",0.177081069907366,0.837830991511095
"Q1",37,7,"Chrysothamnus viscidiflorus","N","Y",0.266001327885168,0.796713178818978
"Q1",37,10,"Artemisia tripartita","N","Y",0.28098621940004,0.756975518018839
"Q1",37,15,"Artemisia tripartita","N","Y",0.460234577863199,0.806966485150848
"Q1",37,17,"Artemisia tripartita","N","Y",0.560147819992501,0.889006328052333
"Q1",37,23,"Artemisia tripartita","N","Y",0.825521953486822,0.877815000540003
"Q1",37,47,"Chrysothamnus viscidiflorus","N","Y",0.911524854083275,0.525265821200954
"Q1",37,50,"Chrysothamnus viscidiflorus","N","Y",0.443716669563015,0.300495116725025
"Q1",37,58,"Artemisia tripartita","N","Y",0.153438872544794,0.282247962703447
"Q1",37,59,"Chrysothamnus viscidiflorus","N","Y",0.115583472913627,0.329137153383514
"Q1",38,67,"Phlox longifolia","Y","N",0.221962605209808,0.966173121527908
"Q1",38,68,"Phlox longifolia","Y","N",0.259461105244731,0.966974371528655
"Q1",38,69,"Phlox longifolia","Y","N",0.051979815988998,0.749515121326129
"Q1",38,70,"Chrysothamnus viscidiflorus","N","N",0.26811460525279,0.968737121530295
"Q1",38,71,"Artemisia tripartita","N","N",0.52813188674495,0.922560808987291
"Q1",38,72,"Phlox longifolia","Y","N",0.745980105697837,0.753040621329412
"Q1",38,73,"Phlox longifolia","Y","N",0.825143605771564,0.91040612147597
"Q1",38,74,"Phlox longifolia","Y","N",0.957026394956888,0.862394972993756
"Q1",38,75,"Phlox longifolia","Y","N",0.960325777772462,0.99034506686292
"Q1",38,76,"Phlox longifolia","Y","N",0.996526629368677,0.949827621512685
"Q1",38,77,"Astragalus convallarius","N","N",0.134318183253183,0.336464581878945
"Q1",38,78,"Phlox longifolia","Y","N",0.117296909799831,0.043956815981526
"Q1",38,79,"Phlox longifolia","Y","N",0.297280105279952,0.101303870722435
"Q1",38,80,"Astragalus filipes","N","N",0.659084543116909,0.484127769516468
"Q1",38,81,"Phlox longifolia","Y","N",0.668739605625901,0.422124371021222
"Q1",38,82,"Phlox longifolia","Y","N",0.72642960567963,0.201139620815414
"Q1",38,83,"Phlox longifolia","Y","N",0.846075769853559,0.418228535080094
"Q1",38,84,"Phlox longifolia","Y","N",0.848646762043452,0.358866941274809
"Q1",38,85,"Phlox longifolia","Y","N",0.937274902750993,0.320831800614386
"Q1",38,86,"Phlox longifolia","Y","N",0.975137605911256,0.508178621101368
"Q1",38,87,"Phlox longifolia","Y","N",0.970648965282076,0.301718511534086
"Q1",38,88,"Phlox longifolia","Y","N",0.919365480859315,0.404657121004955
"Q1",38,89,"Phlox longifolia","Y","N",0.872500754253168,0.06652962069005
"Q1",38,90,"Phlox longifolia","Y","N",0.931885410558475,0.109280776979864
"Q1",38,91,"Phlox longifolia","Y","N",0.977086512163072,0.063645120687363
"Q1",38,92,"Astragalus convallarius","N","N",0.10569881226454,0.346162866100598
"Q1",38,93,"Phlox hoodii","N","N",0.344522961157146,0.191887061484806
"Q1",38,1,"Artemisia tripartita","N","Y",0.090343578219514,0.971819605718446
"Q1",38,2,"Chrysothamnus viscidiflorus","N","Y",0.179699221243129,0.98611891079025
"Q1",38,5,"Artemisia tripartita","N","Y",0.172214244731679,0.843713941009015
"Q1",38,7,"Chrysothamnus viscidiflorus","N","Y",0.252212199382053,0.785982692529752
"Q1",38,9,"Artemisia tripartita","N","Y",0.26901832615854,0.761246244486628
"Q1",38,16,"Artemisia tripartita","N","Y",0.44455678961536,0.836312394965149
"Q1",38,17,"Artemisia tripartita","N","Y",0.441092300083489,0.801180452705688
"Q1",38,27,"Artemisia tripartita","N","Y",0.824611478284483,0.8724454695502
"Q1",38,37,"Chrysothamnus viscidiflorus","N","Y",0.12511188712318,0.300691266916047
"Q1",38,38,"Artemisia tripartita","N","Y",0.140143435235473,0.278028175835294
"Q1",38,44,"Chrysothamnus viscidiflorus","N","Y",0.442480356132833,0.287043020496543
"Q1",38,66,"Chrysothamnus viscidiflorus","N","Y",0.909481928048744,0.518741305343472
"Q1",39,47,"Phlox longifolia","N","N",0.061844347248186,0.749813808826407
"Q1",39,48,"Phlox longifolia","N","N",0.061405722247777,0.736203136938731
"Q1",39,49,"Phlox longifolia","N","N",0.279761222451136,0.964580559026424
"Q1",39,50,"Phlox longifolia","N","N",0.77917344947875,0.97514300434876
"Q1",39,51,"Phlox longifolia","N","N",0.848059722980406,0.914657058979929
"Q1",39,52,"Phlox longifolia","N","N",0.904841723033289,0.893762558960471
"Q1",39,53,"Phlox longifolia","N","N",0.895590723024672,0.884192558951557
"Q1",39,54,"Phlox longifolia","N","N",0.916644723044281,0.591191058678679
"Q1",39,55,"Phlox longifolia","N","N",0.99559722311781,0.93650855900028
"Q1",39,56,"Phlox longifolia","N","N",0.962899723087358,0.87286805894101
"Q1",39,57,"Astragalus filipes","N","N",0.67420472281849,0.467072691375583
"Q1",39,58,"Phlox longifolia","N","N",0.688878722832157,0.413827058513495
"Q1",39,59,"Phlox longifolia","N","N",0.846305222978772,0.40888255850889
"Q1",39,60,"Phlox longifolia","N","N",0.841201222974019,0.351143558455116
"Q1",39,61,"Phlox longifolia","N","N",0.919356223046806,0.391656558492847
"Q1",39,62,"Phlox longifolia","N","N",0.938336723064483,0.309354558416197
"Q1",39,63,"Phlox longifolia","N","N",0.937060723063294,0.291171558399264
"Q1",39,64,"Phlox longifolia","N","N",0.964335223088695,0.302017558409365
"Q1",39,65,"Phlox longifolia","N","N",0.971831723095678,0.29372355840164
"Q1",39,66,"Phlox longifolia","N","N",0.123610722305711,0.048891058173622
"Q1",39,67,"Phlox longifolia","N","N",0.300336722470299,0.101845058222939
"Q1",39,68,"Phlox longifolia","N","N",0.696938160339664,0.207427488008771
"Q1",39,69,"Phlox longifolia","N","N",0.724438832240275,0.196092769248215
"Q1",39,70,"Phlox longifolia","N","N",0.868156722999122,0.069626058192933
"Q1",39,71,"Phlox longifolia","N","N",0.931620004308228,0.093285222277467
"Q1",39,72,"Phlox longifolia","N","N",0.967897387154513,0.056174894117905
"Q1",39,73,"Phlox hoodii","N","N",0.354734787116083,0.197768120057495
"Q1",39,2,"Artemisia tripartita","N","Y",0.091069985351446,0.957983619488962
"Q1",39,5,"Artemisia tripartita","N","Y",0.159972849127516,0.829062472727509
"Q1",39,9,"Chrysothamnus viscidiflorus","N","Y",0.270276412286708,0.793798892869221
"Q1",39,13,"Artemisia tripartita","N","Y",0.456831212437439,0.821151548573533
"Q1",39,18,"Artemisia tripartita","N","Y",0.820450803227274,0.876114039923228
"Q1",39,31,"Chrysothamnus viscidiflorus","N","Y",0.915770461358622,0.497416919180977
"Q1",39,33,"Chrysothamnus viscidiflorus","N","Y",0.130755881209453,0.308509915487826
"Q1",39,37,"Artemisia tripartita","N","Y",0.156887444223343,0.271762111506875
"Q1",39,46,"Chrysothamnus viscidiflorus","N","Y",0.444326240066121,0.289707399078788
"Q1",40,62,"Phlox longifolia","N","N",0.844768597977342,0.891983590208812
"Q1",40,63,"Phlox longifolia","N","N",0.87666752769455,0.970380066844325
"Q1",40,64,"Phlox longifolia","N","N",0.898323262089717,0.879723707384895
"Q1",40,65,"Phlox longifolia","N","N",0.98930514498695,0.931566629308178
"Q1",40,66,"Phlox longifolia","N","N",0.957448191832282,0.8552466292371
"Q1",40,67,"Astragalus filipes","N","N",0.675852840007527,0.475258933570708
"Q1",40,68,"Phlox longifolia","N","N",0.671531683753501,0.414367386638998
"Q1",40,69,"Phlox longifolia","N","N",0.697945144715601,0.194446628621681
"Q1",40,70,"Phlox longifolia","N","N",0.716345144732737,0.183566628611548
"Q1",40,71,"Phlox longifolia","N","N",0.849145144856418,0.422286628833874
"Q1",40,72,"Phlox longifolia","N","N",0.842733097975445,0.402259449127722
"Q1",40,73,"Phlox longifolia","N","N",0.839865144847773,0.34516662876205
"Q1",40,74,"Phlox longifolia","N","N",0.910268769913343,0.583152566483691
"Q1",40,75,"Phlox longifolia","N","N",0.912501551165422,0.38507804286172
"Q1",40,76,"Phlox longifolia","N","N",0.938425144939566,0.304526628724202
"Q1",40,77,"Phlox longifolia","N","N",0.971431855907805,0.29172662871228
"Q1",40,78,"Phlox longifolia","N","N",0.928825144930625,0.08788662852244
"Q1",40,79,"Phlox longifolia","N","N",0.866745144872808,0.048526628485782
"Q1",40,80,"Phlox longifolia","N","N",0.96354514496296,0.055566628492339
"Q1",40,81,"Phlox longifolia","N","N",0.671448238440923,0.134331245753194
"Q1",40,82,"Astragalus convallarius","N","N",0.113785144171559,0.225688738025778
"Q1",40,83,"Phlox longifolia","N","N",0.107065144165301,0.035726628473862
"Q1",40,84,"Phlox longifolia","N","N",0.293737113089153,0.094208925403327
"Q1",40,85,"Phlox longifolia","N","N",0.061359520158347,0.737068138663567
"Q1",40,86,"Phlox longifolia","N","N",0.26908657539388,0.957084232171067
"Q1",40,87,"Phlox hoodii","N","N",0.339976917136473,0.192000186868891
"Q1",40,1,"Artemisia tripartita","N","Y",0.098249302972757,0.967227089836803
"Q1",40,6,"Artemisia tripartita","N","Y",0.192623831538807,0.693855571605746
"Q1",40,9,"Chrysothamnus viscidiflorus","N","Y",0.278611976638459,0.792121857760543
"Q1",40,18,"Artemisia tripartita","N","Y",0.476060506659635,0.819878550352421
"Q1",40,25,"Artemisia tripartita","N","Y",0.822349801409613,0.876576139968904
"Q1",40,31,"Chrysothamnus viscidiflorus","N","Y",0.914732072820717,0.497009771222052
"Q1",40,36,"Chrysothamnus viscidiflorus","N","Y",0.439060993055844,0.286649225095699
"Q1",40,51,"Chrysothamnus viscidiflorus","N","Y",0.123825830273361,0.314810565149166
"Q1",40,53,"Artemisia tripartita","N","Y",0.146751250397689,0.275753146227884
"Q1",40,61,"Chrysothamnus viscidiflorus","N","Y",0.151202403021532,0.293230524756723
"Q1",41,73,"Phlox longifolia","Y","N",0.060751120684667,0.752133019766068
"Q1",41,74,"Phlox longifolia","Y","N",0.060017808183985,0.731807535372137
"Q1",41,75,"Astragalus convallarius","Y","N",0.229129581778982,0.769098121344368
"Q1",41,76,"Phlox longifolia","Y","N",0.287018245895395,0.965473738714755
"Q1",41,77,"Arabis holboellii","Y","N",0.612564574323584,0.926760566803702
"Q1",41,78,"Astragalus filipes","N","N",0.662208746244819,0.485152738267423
"Q1",41,79,"Arabis holboellii","Y","N",0.736609855689109,0.891991207396321
"Q1",41,80,"Arabis holboellii","Y","N",0.794226801055269,0.9782998949767
"Q1",41,81,"Arabis holboellii","Y","N",0.857359246426566,0.744054793196043
"Q1",41,82,"Phlox longifolia","Y","N",0.900360605841615,0.883039215200482
"Q1",41,83,"Arabis holboellii","Y","N",0.914958816792711,0.628272988400714
"Q1",41,84,"Phlox longifolia","Y","N",0.997533246557114,0.931583066808193
"Q1",41,85,"Phlox longifolia","Y","N",0.964097246525975,0.861789988618193
"Q1",41,86,"Phlox longifolia","Y","N",0.696742925964482,0.199127933313542
"Q1",41,87,"Phlox longifolia","Y","N",0.717695074421495,0.181845066109944
"Q1",41,88,"Phlox longifolia","Y","N",0.815694457325264,0.354855433458574
"Q1",41,89,"Phlox longifolia","Y","N",0.918122746483157,0.393846738182387
"Q1",41,90,"Phlox longifolia","Y","N",0.925034996489594,0.579673738355452
"Q1",41,91,"Phlox longifolia","Y","N",0.94352124650681,0.309452988103788
"Q1",41,92,"Phlox longifolia","Y","N",0.980066074665847,0.296752988091961
"Q1",41,93,"Phlox longifolia","Y","N",0.869576246437945,0.056753987868445
"Q1",41,94,"Arabis holboellii","Y","N",0.82199424639363,0.068488737879374
"Q1",41,95,"Eriogonum microthecum","Y","N",0.777734410414911,0.07577606601116
"Q1",41,96,"Phlox longifolia","Y","N",0.111157745731612,0.04791273786021
